shot_id,shot_made_flag
1,0.378833365902784
8,0.33053843153384854
17,0.7475636320139307
20,0.7787257673907495
33,0.3817426559344337
34,0.45944869626538926
35,0.4388849275011167
36,0.44991368464671955
37,0.6231722426452471
38,0.38579872098267526
45,0.39638664079193403
50,0.28974364341576925
55,0.3862461452040239
60,0.35670646022398
66,0.37844245542951827
67,0.3119895447549578
71,0.35263138456956805
80,0.3027159743747357
85,0.3333510116034599
86,0.60563918625565
95,0.6027596798831429
104,0.3566375350439422
113,0.3478815163829453
123,0.33352737049237985
126,0.8154196714177139
133,0.6311173094397062
141,0.25331445116697476
144,0.4130384044714158
150,0.7672721375539597
152,0.3924537517973702
153,0.7570757843111018
156,0.3572364122250161
159,0.9187567682209948
165,0.8126667379915123
172,0.40922988979168495
182,0.9485517488320181
192,0.3623932801312156
193,0.7578928913224923
196,0.31056490133909714
202,0.3158371802485645
210,0.31429597401955045
211,0.35494769600321524
228,0.9458457511122982
257,0.4272966693461202
260,0.4182591489525008
264,0.40719302830903736
267,0.5617637806478628
279,0.9486240484109918
282,0.4003243626930811
293,0.3875943913604732
299,0.7521852685568235
300,0.5865556779315141
301,0.7468989545321556
317,0.33918463803711063
327,0.34951650162762476
328,0.3459371874010173
335,0.43832861257593286
346,0.7156562780419243
348,0.2985406906841292
365,0.4355927529210015
390,0.734440385653764
391,0.7241531047483996
392,0.6988115758928188
397,0.3750088359356672
418,0.37360767770975956
428,0.27945386650808385
434,0.5926398573070943
439,0.4082597093006287
440,0.3634971476861908
456,0.3523194995640312
459,0.316079726879621
472,0.41216148101524974
480,0.2813994369764301
491,0.3558852873148201
497,0.3092254408851311
509,0.37560321816693837
511,0.38346114857244706
523,0.3473707656700981
533,0.39011757419037113
544,0.38638093812461943
546,0.3788070777193617
555,0.7329486553861753
558,0.3976557001567185
560,0.34831019662648816
573,0.30120306618407733
591,0.3778564067749992
596,0.3620304589970449
597,0.3489508211035743
601,0.5752764443727942
605,0.4376808004663659
617,0.3284173207652185
628,0.2797450812927804
634,0.36498868616621943
646,0.27162795208270757
649,0.4024642074051963
651,0.7326899931323184
654,0.7837449254575094
656,0.43397082025426875
657,0.4357954736824911
669,0.33070893166671556
670,0.9479285304657574
693,0.5601905739109514
694,0.28695530336594727
699,0.4085214361042435
711,0.3245437226405611
718,0.35088963852675636
722,0.3393833865566041
723,0.37548508970094835
725,0.6801891104274215
734,0.36187139359310205
735,0.4211944621834209
737,0.7413312260771253
746,0.3425766451360248
747,0.6322593164442234
766,0.3840774144065065
767,0.34180978634468756
771,0.2910147472464069
773,0.3049537769078133
774,0.4157027397787207
783,0.3089681120578228
784,0.35230391853591075
789,0.335010939420408
792,0.34814191661084215
804,0.33256379089285887
809,0.34294327863514734
812,0.321345822012195
813,0.3447325847082371
817,0.3117463519329433
820,0.3451715995488276
825,0.32983343329619547
826,0.36214666598181255
829,0.43777201301287316
855,0.38094635537439087
859,0.766467914517514
862,0.3674802919672068
870,0.36042577497522466
876,0.40032151767609336
880,0.33565156563164167
886,0.9796443266874709
889,0.8145101826570795
891,0.4288521670077976
897,0.9782633811902847
902,0.3960986076264058
903,0.31420775995329375
908,0.35457322464061486
909,0.3847716162850854
920,0.3176375640929866
922,0.42501523343914455
924,0.6702538228106223
932,0.3571587211200999
934,0.37988939565629587
937,0.33802728643602603
941,0.3512756909379556
943,0.3213585640851959
950,0.3906781646796638
952,0.3671208787812126
954,0.9485896340210384
963,0.29844925513961496
975,0.3516856661613248
979,0.41038460934916565
981,0.36905685838892116
983,0.33901097695370325
985,0.4333812715172118
989,0.40219003772482054
995,0.4176163887922199
998,0.4134032777487629
1008,0.27770595653349145
1019,0.8145323392793453
1023,0.412075933770887
1026,0.343284183151574
1029,0.6150297590709848
1034,0.7914559784003726
1036,0.5507897919333807
1038,0.352922783350648
1039,0.6039914262807186
1051,0.36235893983572587
1052,0.3102083901928533
1066,0.29930681769469825
1087,0.25795873169480754
1092,0.34968342616672615
1094,0.8242228958208296
1098,0.4205702354766629
1099,0.3481656854212769
1102,0.35253784671682387
1118,0.382121179576818
1131,0.33805846920125715
1133,0.768200145686836
1135,0.9491406349310374
1138,0.3921834843429482
1139,0.8213092375149187
1142,0.37254901401767165
1151,0.39675831869863715
1152,0.3969767015086879
1155,0.7534873744322754
1165,0.3683766654769434
1167,0.9496553635486286
1172,0.3895924468302094
1174,0.7380677790206939
1180,0.4075825157248903
1200,0.32863166809518857
1202,0.34120453096875114
1227,0.6123255154136656
1228,0.6369327933337063
1229,0.36288878275064856
1237,0.46003221021877216
1241,0.3331393422228238
1256,0.29745695904638586
1279,0.43660376264931067
1293,0.3719803807233127
1295,0.3757234950620738
1319,0.7536933780237834
1320,0.38510339390633175
1321,0.7240135114573014
1322,0.554430256494671
1334,0.3038938891442143
1351,0.7329954392786964
1373,0.30075564530562005
1375,0.31986296708874024
1380,0.4154445731241293
1382,0.8047999838125206
1385,0.38775240484605594
1399,0.4096325414058136
1403,0.946210199501807
1428,0.29817620895144104
1434,0.29564387873320863
1444,0.9503550372167916
1448,0.3858401780472867
1466,0.8153922939255698
1476,0.40008555370259813
1478,0.3886787229607986
1485,0.34022582713347505
1491,0.727308871627955
1494,0.5851146586516475
1500,0.4217231731412954
1501,0.6217508939373094
1503,0.40651638856364963
1519,0.6366891422306565
1524,0.4026792665207467
1529,0.7049789205928768
1533,0.7001335638366682
1538,0.977470559368634
1539,0.33626067908160645
1546,0.36821279634821535
1555,0.33707417098668324
1559,0.37264035999432554
1563,0.5368862743545894
1565,0.7408510531984761
1574,0.3628247676038727
1591,0.3313680287985024
1594,0.30889471266392227
1605,0.29451448996306706
1611,0.4037978427592671
1614,0.3984250598105417
1620,0.36294945210998647
1626,0.29459553971187147
1630,0.40599964471855426
1632,0.3341721317664315
1634,0.34038625179947535
1643,0.3201291058178984
1651,0.38144688539272675
1655,0.3303498911507554
1658,0.273062897682883
1659,0.3366709140565553
1665,0.38628760121275474
1675,0.3596521474431997
1680,0.777900043412091
1690,0.35568045182769975
1696,0.3130626337674091
1714,0.2883816101043868
1721,0.3662358194982444
1726,0.38711290914601165
1728,0.39222428248858965
1734,0.3749104434806757
1735,0.3100674702462487
1740,0.39009316597273536
1744,0.7328966086853448
1747,0.35456573366901695
1752,0.29289026650928945
1763,0.724802527879263
1765,0.7416286761740905
1769,0.3234357982324266
1785,0.6421266449226057
1787,0.3419830631436771
1788,0.442219698708833
1793,0.301735977398252
1800,0.3823205526112025
1825,0.40090545068585076
1826,0.7489573012002723
1834,0.31733070521914464
1843,0.3165285365688011
1844,0.3087523152225272
1848,0.36286312109696184
1849,0.4383647643596507
1860,0.4051120038527608
1863,0.40418140860702884
1875,0.5805844220085681
1883,0.3891814610634277
1890,0.3705235608288004
1892,0.39153931726381513
1893,0.41333874958453987
1897,0.35046517683233047
1905,0.3733173634885902
1908,0.550713910312136
1931,0.2739980982173299
1940,0.8105596448261763
1943,0.3411322279094615
1947,0.28271640459830527
1965,0.618158397388102
1967,0.4321349905842397
1968,0.3859760087026998
1972,0.752199203922534
1982,0.26436488371177486
1985,0.2793555346899708
2005,0.7417160285771875
2010,0.7658524655021643
2021,0.4365580311266203
2024,0.739067677452019
2036,0.4012922234128539
2043,0.5951152519597092
2047,0.5744580921314586
2049,0.35896096308038056
2055,0.2758869683641332
2065,0.4276263802101526
2066,0.3171728877510551
2070,0.26888811030694126
2077,0.9048928715016609
2085,0.7145479194272881
2095,0.6125171856418934
2097,0.6097276205064986
2108,0.3924373305257423
2112,0.72197023814916
2113,0.7587829866340607
2122,0.272650902528395
2139,0.3928102209664734
2144,0.6166974502323825
2146,0.2744296440717541
2148,0.31503147778148965
2149,0.7228200052290632
2157,0.3359959484168721
2159,0.344958675445996
2168,0.37957908490473213
2176,0.35794403354327303
2178,0.5601083727795138
2181,0.253814786467276
2187,0.7531493392952855
2188,0.3534818939442993
2190,0.30191802860509026
2194,0.4109732135990357
2197,0.3001770837632835
2214,0.3187174374579408
2217,0.29291997928992136
2222,0.4014482016552432
2223,0.3067865379098627
2226,0.32143945253031003
2230,0.7187809161354739
2240,0.3389565543292678
2247,0.3075675033101095
2250,0.3048139492377613
2259,0.5668956656670642
2262,0.3159992154851618
2266,0.34138349842853866
2305,0.32074501209725803
2310,0.3141043175693792
2313,0.42571662999420257
2319,0.7404503858953129
2320,0.5644927609826633
2345,0.27747048140195163
2350,0.6344232172153994
2356,0.3559032913694767
2360,0.6165523558801771
2370,0.3503690228619703
2386,0.3020126374948308
2398,0.337563826887023
2414,0.7373386850662705
2435,0.7374441332026326
2439,0.3510348350807455
2446,0.7388788376443686
2458,0.29286099238410673
2465,0.309087150354743
2466,0.38079742581570203
2470,0.3389220271990402
2495,0.7064541420292673
2501,0.33780887736529525
2507,0.36789643685408346
2533,0.28887155845732176
2537,0.37283845377962327
2538,0.32010998340342
2541,0.29881330938159256
2542,0.7550866283115755
2544,0.7892378657235379
2554,0.2953675563646761
2555,0.2649478110761584
2565,0.36813809829629807
2575,0.7481505191262955
2586,0.41398690600580096
2588,0.3676086921993167
2594,0.5980854639616853
2617,0.3782371045583495
2618,0.32572394226820783
2623,0.9780261269328355
2631,0.39976887687278684
2640,0.2774138651160207
2642,0.7405973281524503
2647,0.4126600247032245
2663,0.3213407770429198
2664,0.3065618715744436
2676,0.39078419650066504
2680,0.94990625817549
2681,0.3650862340078088
2691,0.34655794832022446
2693,0.39352970704509926
2695,0.4042543111414935
2704,0.31175373481475455
2708,0.37820298673346253
2709,0.958153032356686
2717,0.7601353129917839
2722,0.42325533991975045
2728,0.30700825751481803
2732,0.7325804345082758
2743,0.3883664918978193
2752,0.411264200070997
